Year,Atoll,Island,Treatment,Transect,Structure,Coral_cover,Area,Family,Species,Length,Abundance
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Acanthuridae,Ctenochaetus_striatus,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Labridae,Gomphosus_caeruleus,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Labridae,Gomphosus_caeruleus,14,66.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Labridae,Gomphosus_caeruleus,14,66.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Balistidae,Melichthys_indicus,25,66.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Acanthuridae,Naso_brachycentron,33,66.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Mullidae,Parupeneus_macronemus,15,66.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Mullidae,Parupeneus_trifasciatus,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Labridae,Stethojulis_albovittata,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Labridae,Thalassoma_hebraicum,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Labridae,Thalassoma_hebraicum,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Labridae,Thalassoma_quinquevittatum,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,1,2,12.67,150,Labridae,Thalassoma_quinquevittatum,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Acanthuridae,Acanthurus_nigrofuscus,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Acanthuridae,Acanthurus_nigrofuscus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Acanthuridae,Acanthurus_nigrofuscus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Acanthuridae,Acanthurus_nigrofuscus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Acanthuridae,Acanthurus_nigrofuscus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Acanthuridae,Acanthurus_nigrofuscus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Carangidae,Carangoides_ferdau,34,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Carangidae,Carangoides_ferdau,34,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Cheilinus_trilobatus,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Scaridae,Chlorurus_sordidus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Scaridae,Chlorurus_sordidus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Scaridae,Chlorurus_sordidus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Scaridae,Chlorurus_sordidus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Scaridae,Chlorurus_sordidus,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Acanthuridae,Ctenochaetus_truncatus,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Acanthuridae,Naso_brachycentron,39,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Mullidae,Parupeneus_cyclostomus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Mullidae,Parupeneus_cyclostomus,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Mullidae,Parupeneus_macronemus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Plectroglyphidodon_dickii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,60,Pomacentridae,Plectroglyphidodon_dickii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_amblycephalum,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_amblycephalum,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_amblycephalum,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_amblycephalum,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_amblycephalum,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_amblycephalum,11,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_hebraicum,9,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_hebraicum,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_hebraicum,11,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_hebraicum,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_hebraicum,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_hebraicum,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,2,1.5,16.33,150,Labridae,Thalassoma_hebraicum,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Acanthuridae,Acanthurus_nigrofuscus,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Acanthuridae,Acanthurus_nigrofuscus,11,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Balistidae,Balistapus_undulatus,18,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Balistidae,Balistapus_undulatus,19,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Pomacanthidae,Centropyge_multispinis,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Pomacanthidae,Centropyge_multispinis,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Labridae,Cheilinus_trilobatus,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Labridae,Gomphosus_caeruleus,11,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Labridae,Gomphosus_caeruleus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Labridae,Gomphosus_caeruleus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Acanthuridae,Naso_lituratus,24,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Plectroglyphidodon_dickii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Plectroglyphidodon_dickii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,60,Pomacentridae,Plectroglyphidodon_dickii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Labridae,Stethojulis_albovittata,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Labridae,Stethojulis_albovittata,11,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Labridae,Thalassoma_hebraicum,9,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Labridae,Thalassoma_hebraicum,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Labridae,Thalassoma_quinquevittatum,11,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Labridae,Thalassoma_quinquevittatum,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,3,1.5,22,150,Serranidae,Variola_louti,36,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Acanthuridae,Acanthurus_nigrofuscus,9,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Acanthuridae,Acanthurus_nigrofuscus,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Acanthuridae,Acanthurus_nigrofuscus,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Balistidae,Balistapus_undulatus,13,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Chrysiptera_brownriggii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Labridae,Gomphosus_caeruleus,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Labridae,Gomphosus_caeruleus,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Labridae,Gomphosus_caeruleus,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Mullidae,Parupeneus_macronemus,9,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Mullidae,Parupeneus_macronemus,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Plectroglyphidodon_dickii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,60,Pomacentridae,Plectroglyphidodon_dickii,8,166.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Labridae,Thalassoma_hebraicum,11,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Labridae,Thalassoma_hebraicum,12,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Labridae,Thalassoma_quinquevittatum,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Labridae,Thalassoma_quinquevittatum,10,66.7
2015,Great_Chagos_Bank,Eagle,Rats,4,1.5,19,150,Labridae,Thalassoma_quinquevittatum,11,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Acanthurus_leucosternon,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Acanthurus_leucosternon,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Acanthurus_leucosternon,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Acanthurus_leucosternon,15,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Acanthurus_leucosternon,15,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Acanthurus_leucosternon,15,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Acanthurus_leucosternon,16,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,60,Pomacentridae,Amblyglyphidodon_leucogaster,9,166.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Chaetodontidae,Chaetodon_guttatissimus,11,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Chaetodontidae,Chaetodon_trifasciatus,12,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Scaridae,Chlorurus_sordidus,37,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Scaridae,Chlorurus_strongylocephalus,37,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Scaridae,Chlorurus_strongylocephalus,39,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Scaridae,Chlorurus_strongylocephalus,42,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,12,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,13,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,13,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,13,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,13,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,14,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Ctenochaetus_striatus,15,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Labridae,Halichoeres_hortulanus,12,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Labridae,Halichoeres_marginatus,13,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Labridae,Hemigymnus_fasciatus,15,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Labridae,Labroides_dimidiatus,10,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Holocentridae,Myripristis_vittata,19,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Holocentridae,Myripristis_vittata,19,66.7
2015,Great_Chagos_Bank,Middle_Brother,No_rats,1,3,6.33,150,Acanthuridae,Naso_lituratus,22,66.7
